Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity,Active Stock,,,
GAMARCH,GENERAL MEDICINE,PACKET,1,5,1,5,,,
GAMINE FORTE CAP 10'S,GENERAL MEDICINE,PACKET,2,0,2,0,,,
GAMJEE ROLL 10CM X 3M,GENERAL SURGERY,STRIP,12,7,4,15,,,
GAMJEE ROLL 15CM,GENERAL SURGERY,CATHER,0,17,1,16,,,
GARDENAL 30MG BOTTLE OF 100 TABLETS,GENERAL MEDICINE,CATHATAR,5,175,6,174,,,
GASEX ELAICHI FLAV SYP,GENERAL MEDICINE,NO 10,1,5,1,5,,,
GASTRACID BOTTLE OF 200ML LIQUID,GENERAL MEDICINE,STRIP,3,1,0,4,,,
"GAVISCON LIQUID RELIEF, PEPPERMINT - 150ML",GENERAL MEDICINE,TAB,4,620,6,618,,,
GB 29 TOTAL TABLET,GENERAL MEDICINE,INJECTION,0,10,0,10,,,
GDRESS 10 8X10CM,GENERAL SURGERY,STRIP,22,15,11,26,,,
GDRESS 15 8X15CM,GENERAL SURGERY,STRIP,1,60,1,60,,,
GDRESS 20 9X20CM,GENERAL SURGERY,TUBE,0,1,0,1,,,
GDRESS 25 9X25CM,GENERAL SURGERY,TAB,3,4,3,4,,,
GELUSIL MPS BOTTLE OF 200ML LIQUID,GENERAL MEDICINE,STRIP,6,12,1,17,,,
GELUSIL MPS ORIGINAL MINT FLAVOUR TABLET 10'S,GENERAL MEDICINE,STRIP,2,200,0,202,,,
GELUSIL MPS ORIGINAL MINT FLAVOUR TABLET 15'S,GENERAL MEDICINE,STRIP,5,2,0,7,,,
GEMCAL CAPSULE,GENERAL MEDICINE,BOX,0,30,0,30,,,
GEMCAL XT TAB 15'S,GENERAL MEDICINE,PACKET,0,19,2,17,,,
GEMER 1MG STRIP OF 15 TABLETS,GENERAL MEDICINE,PACKET,11,300,37,274,,,
GEMER 2MG STRIP OF 15 TABLETS,GENERAL MEDICINE,PACKET,3,322,3,322,,,
GEMER DS 1MG STRIP OF 10 TABLETS,GENERAL MEDICINE,PACKET,2,0,2,0,,,
GEMER DS 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,TAB,13,222,8,227,,,
GEMER FORTE 1MG TABLET,GENERAL MEDICINE,CAP,0,1,0,1,,,
GEMER FORTE 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,TAB,17,30,8,39,,,
GEMER P 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
GEMFRAC,GENERAL MEDICINE,CAP,4,6,0,10,,,
GEMINOR 1MG TABLET,GENERAL MEDICINE,STRIP,0,0,0,0,,,
GENEVAC B INJ 0.5ML,GENERAL MEDICINE,PACKET,6,86,21,71,,,
GENTALAB 40MG INJ 2ML,GENERAL MEDICINE,PACKET,10,165,14,161,,,
GENTALAB E/E DROPS 10ML,ENT,BOTTLE,0,1,0,1,,,
GENTAVAC,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
GENTIAN VIOLET 1 ML SOLUTION 15 ML,GENERAL SURGERY,BOTTLE,0,1,0,1,,,
GEOFRESH MOUTHWASH,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
GEOFRESH MOUTHWASH 150ML,GENERAL MEDICINE,STRIP,10,12,3,19,,,
GERBISA 10 MG SUPPOSITORY 5,GENERAL MEDICINE,BOX,9,40,9,40,,,
GERBISA 5MG TABLET,GENERAL MEDICINE,BOX,44,785,33,796,,,
GERIPOD-D 8MG CAP,GENERAL MEDICINE,BOX,43,283,27,299,,,
GERIPOD 8MG CAPSULE,GENERAL MEDICINE,BOX,31,276,20,287,,,
GERISTART 0.4MG STRIP OF 10 TABLETS,GENERAL MEDICINE,BOTTLE,0,9,0,9,,,
GERMBETA BOTTLE OF 100ML SOLUTION,GENERAL SURGERY,STRIP,12,5,3,14,,,
GESTOFORD 200MG CAPSULE,OBGY,STRIP,5,4,1,8,,,
GESTOFORD SR 300MG TABLET 10'S,OBGY,STRIP,0,2,0,2,,,
GEMCAL XT TAB 15'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
GEMER 1MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,10,30,2,38,,,
GEMER 2MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2,40,0,42,,,
GEMER DS 1MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2,21,2,21,,,
GEMER DS 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2,24,2,24,,,
GEMER FORTE 1MG TABLET,GENERAL MEDICINE,STRIP,0,3,0,3,,,
GEMER FORTE 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,23,0,23,,,
GEMER P 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,30,4,27,,,
GEMFRAC,GENERAL MEDICINE,INJ,0,1,0,1,,,
GEMINOR 1MG TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
GENEVAC B INJ 0.5ML,GENERAL MEDICINE,AMPOULE,2,2,2,2,,,
GENTALAB 40MG INJ 2ML,GENERAL MEDICINE,INJECTION,2,270,0,272,,,
GENTALAB E/E DROPS 10ML,ENT,BOTTLE,0,8,2,6,,,
GENTAVAC,GENERAL MEDICINE,INJ,25,25,0,50,,,
GENTIAN VIOLET 1 ML SOLUTION 15 ML,GENERAL SURGERY,INJ,2,50,2,50,,,
GEOFRESH MOUTHWASH,GENERAL MEDICINE,INJ,0,170,52,118,,,
GEOFRESH MOUTHWASH 150ML,GENERAL MEDICINE,BOTTLE,2,9,1,10,,,
GERBISA 10 MG SUPPOSITORY 5,GENERAL MEDICINE,BOTTLE,0,60,0,60,,,
GERBISA 5MG TABLET,GENERAL MEDICINE,BOTTLE,5,90,5,90,,,
GERIPOD-D 8MG CAP,GENERAL MEDICINE,STRIP,12,11,14,9,,,
GERIPOD 8MG CAPSULE,GENERAL MEDICINE,STRIP,8,30,0,38,,,
GERISTART 0.4MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,2,0,3,,,
GERMBETA BOTTLE OF 100ML SOLUTION,GENERAL SURGERY,STRIP,11,96,5,102,,,
GESTOFORD 200MG CAPSULE,OBGY,STRIP,2,8,2,8,,,
GESTOFORD SR 300MG TABLET 10'S,OBGY,BOTTLE,0,70,5,65,,,
GESTOFORD 200MG CAPSULE,OBGY,STRIP,5,50,0,55,,,
GESTOFORD SR 300MG TABLET 10'S,OBGY,STRIP,7,10,7,10,,,
GLENPAR 650 MG TABLET 10,GENERAL MEDICINE,BOX,0,0,0,0,,,
GLIMEFIDE M 1MG TABLET,GENERAL MEDICINE,STRIP,0,21,1,20,,,
GLIMIFIDE M2 FT TAB,GENERAL MEDICINE,STRIP,1,1,1,1,,,
GLUCON-D INSTANT ENERGY HEALTH DRINK NIMBU PANI - 1KG JAR,GENERAL MEDICINE,STRIP,0,1,0,1,,,
GLUCONORM PG L1 FORTE TAB,GENERAL MEDICINE,JAR,0,1,0,1,,,
GLUCORED FORTE STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,11,0,11,,,
GLUCOZONE TABLET,GENERAL MEDICINE,STRIP,1,1,1,1,,,
GLUCRETA M 5/500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10,40,10,40,,,
GLYCERIN BOTTLE OF 200GM LIQUID,GENERAL MEDICINE,STRIP,0,3,0,3,,,
GLYCERINE 100GM,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
GLYCINE IRRIGATION 1.5% INF 3LTR (SKKL),GENERAL MEDICINE,BOTTLE,0,0,0,0,,,
GLYCIPHAGE G1 TAB 10'S,GENERAL MEDICINE,INJECTION,3,17,1,19,,,
GLYCIPHAGE SR 500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
GLYCIPHAGE SR 850MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,6,0,6,,,
GLYCOMET 1GM STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,3,0,3,,,
GLYCOMET 500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,INJ,0,20,17,3,,,
GLYCOMET 850MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,1,1,1,,,
GLYCOMET GP 0.5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2,123,6,119,,,
GLYCOMET GP 1MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,3,0,3,,,
GLYCOMET GP 2/500MG TABLET SR 15'S,GENERAL MEDICINE,STRIP,4,7,1,10,,,
GLYCOMET GP 2MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2,68,4,66,,,
GLYCOMET GP1 FORTE TAB,GENERAL MEDICINE,STRIP,8,26,2,32,,,
GLYCOMET GP2 FORTE TAB 10'S,GENERAL MEDICINE,STRIP,0,13,0,13,,,
GLYCOMET SR 1GM TAB 15'S,GENERAL MEDICINE,STRIP,13,61,1,73,,,
GLYCOMET SR 500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,12,2,10,,,
GLYCOMET SR 500MG STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,0,4,0,4,,,
GLYCOMET SR,GENERAL MEDICINE,STRIP,1,15,0,16,,,
GLYNEUTOL INJECTION 100 ML,GENERAL MEDICINE,STRIP,10,3,0,13,,,
GOTORCH,GENERAL MEDICINE,TAB,0,1,0,1,,,
GP 0.5MG TABLET,GENERAL MEDICINE,INJECTION,0,7,0,7,,,
GRANIFORCE MD TABLET,GENERAL MEDICINE,CAP,0,30,8,22,,,
GRENIL TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
GRILINCTUS BM BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,STRIP,16,779,6,789,,,
GRILINCTUS DX SYP,GENERAL MEDICINE,STRIP,10,15,1,24,,,
GRILINCTUS LS SYP 100ML,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
GRILINCTUS SYRUP 100ML,GENERAL MEDICINE,BOTTLE,2,22,5,19,,,
GRISOLAB 250MG 10'S,GENERAL MEDICINE,BOTTLE,4,20,0,24,,,
GTN SORBITRATE CR 2.6MG BOTTLE OF 30 TABLETS,GENERAL MEDICINE,BOTTLE,0,80,0,80,,,
GTX CAP 5'S,GENERAL MEDICINE,STRIP,0,1,1,0,,,
GUDCEF CV 200MG STRIP OF 10 TABLETS,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
GUDGESIC AQUA INJ,GENERAL MEDICINE,STRIP,130,142,130,142,,,
GUDLAX PLUS SUGAR FREE BOTTLE OF 110ML SUSPENSION,GENERAL MEDICINE,STRIP,0,2,0,2,,,
GUT OK NF STRIP OF 10 CAPSULE,GENERAL MEDICINE,AMPOULE,1,60,1,60,,,
GYNOTOCIN 5IU INJ 1ML,OBGY,BOTTLE,3,85,7,81,,,
GYNOTRIM KIT,OBGY,INJ,1,2,0,3,,,
HAEMADAY PLUS STRIP OF 15 TABLETS,GENERAL MEDICINE,INJ,10,10,3,17,,,
HAEMOPROL XT,GENERAL MEDICINE,STRIP,3,6,2,7,,,
HALLENS CHILD 2GM SUPPOSITORIES 5'S,PED,AMPOULE,4,30,12,22,,,
HAPPI IT CAPSULE,GENERAL MEDICINE,STRIP,2,64,4,62,,,
HB FORD AMPOULE OF 5ML SOLUTION FOR INJECTION,GENERAL MEDICINE,STRIP,0,1,0,1,,,
HB SET TABLET,GENERAL MEDICINE,SYP,0,2,0,2,,,
HCQS 200MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
HEAL 3D,GENERAL MEDICINE,STRIP,0,6,0,6,,,
HEALING OK SYRUP 200ML,GENERAL MEDICINE,AMPOULE,0,65,0,65,,,
HEALOCAST PLASTER OF PARIS BANDAGE 15CM X 2.7M,GENERAL SURGERY,STRIP,0,8,0,8,,,
HEALTH OK BOTTLE OF 200ML SYRUP,GENERAL MEDICINE,STRIP,0,4,0,4,,,
HEALTH OK SACHET,GENERAL MEDICINE,TAB,3,6,3,6,,,
HEALTH OK TABLET 10'S,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
HEALTH OK TABLET 15'S,GENERAL MEDICINE,BOX,0,13,0,13,,,
HEPA PRO MIXED FRUIT POWDER 200 GM,GENERAL MEDICINE,BOTTLE,111,800,72,839,,,
HEPAMERZ GRANULES 5GM,GENERAL MEDICINE,SACHET,3,84,3,84,,,
HEPAMERZ OA SYP 100ML,GENERAL MEDICINE,STRIP,0,1,0,1,,,
HEPAMERZ STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,3,1,3,,,
HEPAMERZ SYP 60ML,GENERAL MEDICINE,PACKET,2,11,2,11,,,
HELLO BABY POWDER PUFF SMALL,PED,PACKET,0,10,0,10,,,
HEPA PRO MIXED FRUIT POWDER 200 GM,GENERAL MEDICINE,TIN,0,1,0,1,,,
HEPAMERZ GRANULES 5GM,GENERAL MEDICINE,SACHET,3,5,3,5,,,
HEPAMERZ OA SYP 100ML,GENERAL MEDICINE,BOTTLE,0,2,2,0,,,
HEPAMERZ STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,3,2,1,,,
HEPAMERZ SYP 60ML,GENERAL MEDICINE,BOTTLE,0,4,0,4,,,
HEPARIN 25000IU VIAL OF 5ML INJECTION (GLAND PHARMA),GENERAL MEDICINE,VIAL,0,1,0,1,,,
HEPARIN 5000IU INJ,GENERAL MEDICINE,INJECTION,2,3,1,4,,,
HERMIN INJ 200ML,GENERAL MEDICINE,INFUSION,0,2,0,2,,,
HETRODOX LB,GENERAL MEDICINE,INJ,0,9,0,9,,,
HIMA BABY WIPES 25'S,PED,CAP,10,212,7,215,,,
HIMALAYA CYSTONE TABLETS - 60'S,GENERAL MEDICINE,INJ,8,20,3,25,,,
HIMALAYA GASEX TABLETS - 100'S,GENERAL MEDICINE,INJ,10,20,0,30,,,
HIMALAYA HIMCOLIN GEL - 30G,GENERAL MEDICINE,INJ,0,10,9,1,,,
HIMALAYA LIV.52 SYRUP - 200ML,GENERAL MEDICINE,PACKET,1,2,1,2,,,
HIMALAYA LIV.52 TABLETS - 100'S,GENERAL MEDICINE,PACKET,3,23,3,23,,,
HINGED KNEE SUPPORT DELUX LARGE,ORTH,BOTTLE,1,7,1,7,,,
HINGED KNEE SUPPORT DELUX MEDIUM,ORTH,BOTTLE,0,3,0,3,,,
HIP U DRAPE KIT ECO DK511 2 NO'S,GENERAL SURGERY,BOTTLE,1,8,0,9,,,
HISTAFREE M TABLET,GENERAL MEDICINE,BOTTLE,3,23,3,23,,,
HISTAKIND M TABLET,GENERAL MEDICINE,BOX,2,26,2,26,,,
HITAP ER 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
HOSIT D3 TABLET,GENERAL MEDICINE,BOX,0,10,0,10,,,
HOSIT FCM 500 MG,GENERAL MEDICINE,PACKET,0,2,0,2,,,
HOSPENTA 40,GENERAL MEDICINE,PACKET,0,4,0,4,,,
HOT WATER BAG 1,GENERAL SURGERY,PACKET,0,4,0,4,,,
HOT WATER BAG BSR 1'S,GENERAL SURGERY,BOTTLE,3,27,0,30,,,
HUCOG 10000IU INJECTION,OBGY,BOX,10,10,10,10,,,
HUCOG 5000IU INJECTION,OBGY,BOTTLE,30,97,5,122,,,
HUCOG HP 10000 IU INJ,OBGY,BOTTLE,0,2,0,2,,,
HUCOG HP 5000 IU INJECTION,OBGY,BOTTLE,0,4,1,3,,,
HUMAN ACTRAPID 100IU INJ 10ML,GENERAL MEDICINE,BOTTLE,30,132,2,160,,,
HUMAN ACTRAPID 40IU VIAL OF 10ML SOLUTION FOR INJECTION,GENERAL MEDICINE,BOX,0,2,2,0,,,
HUMAN MIXTARD 30/70 40IU VIAL OF 10ML SUSPENSION FOR INJECTION,GENERAL MEDICINE,PACKET,0,1,1,0,,,
HUMAN MIXTARD 40 INJ,GENERAL MEDICINE,PACKET,2,5,2,5,,,
HUMAN MIXTARD 50/50 40IU VIAL OF 10ML SUSPENSION FOR INJECTION,GENERAL MEDICINE,STRIP,7,61,8,60,,,
HYDROCORT 100MG VIAL OF 1 INJECTION,GENERAL MEDICINE,STRIP,8,16,0,24,,,
HYDROGEN PEROXIDE 100ML,GENERAL SURGERY,STRIP,8,2,0,10,,,
HYDROGEN PEROXIDE BOTTLE OF 400ML SOLUTION,GENERAL SURGERY,STRIP,2,16,2,16,,,
HYDROGEN PEROXIDE BOTTLE OF 450ML SOLUTION,GENERAL SURGERY,INJ,5,8,4,9,,,
HYDROHEAL 15/30 GEL 1,GENERAL MEDICINE,INJ,0,2,0,2,,,
HYPERNEB 3% RESPULES 4 ML,GENERAL MEDICINE,INJ,0,50,0,50,,,
HOT WATER BAG 1,GENERAL SURGERY,PACKET,1,2,1,2,,,
HOT WATER BAG BSR 1'S,GENERAL SURGERY,PACKET,1,1,1,1,,,
HUCOG 10000IU INJECTION,OBGY,DRY VIAL,1,13,0,14,,,
HUCOG 5000IU INJECTION,OBGY,DRY VIAL,0,7,0,7,,,
HUCOG HP 10000 IU INJ,OBGY,DRY VIAL,0,2,0,2,,,
HUCOG HP 5000 IU INJECTION,OBGY,DRY VIAL,2,5,1,6,,,
HUMAN ACTRAPID 100IU INJ 10ML,GENERAL MEDICINE,INJECTION,0,25,3,22,,,
HUMAN ACTRAPID 40IU VIAL OF 10ML SOLUTION,GENERAL MEDICINE,VIAL,0,27,0,27,,,
HUMAN MIXTARD 30/70 40IU VIAL OF 10ML,GENERAL MEDICINE,VIAL,0,1,0,1,,,
HUMAN MIXTARD 40 INJ,GENERAL MEDICINE,VIAL,3,20,4,19,,,
HUMAN MIXTARD 50/50 40IU VIAL OF 10ML,GENERAL MEDICINE,VIAL,0,3,0,3,,,
HYDROCORT 100MG VIAL OF 1 INJECTION,GENERAL MEDICINE,DRY VIAL,0,6,0,6,,,
HYDROGEN PEROXIDE 100ML,GENERAL SURGERY,BOTTLE,20,58,19,59,,,
HYDROGEN PEROXIDE BOTTLE OF 400ML SOLUTION,GENERAL SURGERY,BOTTLE,21,116,5,132,,,
HYDROGEN PEROXIDE BOTTLE OF 450ML SOLUTION,GENERAL SURGERY,BOTTLE,0,34,0,34,,,
HYDROHEAL 15/30 GEL 1,GENERAL MEDICINE,TUBE,0,1,0,1,,,
HYPERNEB 3% RESPULES 4 ML,GENERAL MEDICINE,PACKET,0,4,0,4,,,
I.V SET 1,GENERAL SURGERY,INJ,0,6,0,6,,,
IBUGESIC AP TABLET,GENERAL MEDICINE,BOX,0,200,68,132,,,
IBUGESIC PLUS ORANGE FLAV SUSP 60ML,GENERAL MEDICINE,STRIP,0,10,0,10,,,
IBUGESIC PLUS STRAWBERRY FLAV SUSP 100ML,GENERAL MEDICINE,BOTTLE,0,12,2,10,,,
IBUGESIC PLUS STRIP OF 20 TABLETS,GENERAL MEDICINE,BOTTLE,0,1,1,0,,,
IBUGESIC PLUS SUSP 100ML,GENERAL MEDICINE,STRIP,14,54,0,68,,,
IBUGESIC PLUS SUSP 60ML,GENERAL MEDICINE,BOTTLE,0,61,0,61,,,
IFIMOL INF,GENERAL MEDICINE,BOTTLE,64,185,0,249,,,
IFLURANE,GENERAL MEDICINE,VIAL,13,31,13,31,,,
IMFIT TAB,GENERAL MEDICINE,LIQUID,0,5,0,5,,,
IMMU C PLUS STRIP OF 10 CHEWABLE TABLETS,GENERAL MEDICINE,LIQUID,0,5,1,4,,,
IMVITA PROTIN,GENERAL MEDICINE,STRIP,51,920,29,942,,,
INAC 50MG TABLET,GENERAL MEDICINE,STRIP,0,1869,0,1869,,,
INDIFOL 10ML,GENERAL MEDICINE,POWDER,41,835,11,865,,,
INDOCAP 25MG CAP,GENERAL MEDICINE,STRIP,0,1,0,1,,,
INJEK 1MG INJ,GENERAL MEDICINE,INJ,4,6,4,6,,,
INSTACAL K27,GENERAL MEDICINE,STRIP,0,101,6,95,,,
INSTARAFT BOTTLE OF 100ML SUSPENSION,GENERAL MEDICINE,AMPOULE,3,10,3,10,,,
INSULIN (B.D) SYRINGE 100 IU INJECTION 1 ML,GENERAL MEDICINE,TAB,26,387,33,380,,,
INSULIN SYRINGE 31G X 6 MM U-40 (PACK 10),GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
INTIWASH BOTTLE OF 100ML HYGIENE WASH,GENERAL MEDICINE,INJECTION,0,9,0,9,,,
INTIWASH BOTTLE OF 50ML HYGIENE WASH,GENERAL MEDICINE,PACKET,24,70,3,91,,,
INTRA CATHETER NG 18,GENERAL SURGERY,BOTTLE,6,63,7,62,,,
INZAN I.V INFUSION,GENERAL MEDICINE,BOTTLE,0,62,1,61,,,
IOBAN 6650,GENERAL SURGERY,PACKET,0,1,0,1,,,
IOBAN 6650 3M,GENERAL SURGERY,400MG,0,14,0,14,,,
ISOFLURANE BOTTLE OF 250ML INHALATION LIQUID,GENERAL MEDICINE,BOX,2,5,1,6,,,
ISOFLURANE INHALATION 100ML,GENERAL MEDICINE,PACKET,6,5,6,5,,,
ISTAMET 50/1000MG STRIP OF 15 TABLETS,GENERAL MEDICINE,BOTTLE,0,0,0,0,,,
ISTAMET 50/500MG TABLET 15'S,GENERAL MEDICINE,BOTTLE,1,3,0,4,,,
ISTAMET XR CP TABLET 7'S,GENERAL MEDICINE,STRIP,0,2,0,2,,,
ISTAVEL 100MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,4,0,4,,,
ISTAVEL 50MG STRIP OF 7 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
IT MAC SB,GENERAL MEDICINE,STRIP,0,6,3,3,,,
ITROFAB 200,GENERAL MEDICINE,STRIP,0,29,0,29,,,
ITROTOP 100MG STRIP OF 4 CAPSULES,GENERAL MEDICINE,TAB,4,10,0,14,,,
IVABRAD 5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,CAP,,2,0,2,,,
IVABRAD 5MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1,1,1,1,,,
IVCROS INJ,GENERAL MEDICINE,SET,0,450,0,450,,,
IVIFEN INF,GENERAL MEDICINE,IV SET,183,600,183,600,,,
JANUVIA 100MG STRIP OF 7 TABLETS,GENERAL MEDICINE,STRIP,3,5,0,8,,,
JANUVIA 50MG STRIP OF 7 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
JESSICA QF TABLET 10'S,OBGY,INJECTION,10,10,0,20,,,
JOINTACE DN STRIP OF 15 TABLETS,ORTH,INJECTION,5,20,0,25,,,
JONAC 100 MG SUPPOSITORY 5 X 3,GENERAL MEDICINE,STRIP,0,1,0,1,,,
JANUVIA 50MG STRIP OF 7 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
JESSICA QF TABLET 10'S,OBGY,STRIP,1,13,1,13,,,
JOINTACE DN STRIP OF 15 TABLETS,ORTH,STRIP,0,63,0,63,,,
JONAC 100 MG SUPPOSITORY 5 X 3,GENERAL MEDICINE,STRIP,0,1,0,1,,,
JUSTIN 100MG STRIP OF 5 SUPPOSITORY,GENERAL MEDICINE,ADULT,1,2,0,3,,,
JUSTIN 25 MG INJECTION 1 ML,GENERAL MEDICINE,CIRCUIT,0,1,0,1,,,
JUSTIN AQ INJ 1ML,GENERAL MEDICINE,COTTON ROLL,6,50,0,56,,,
KARE MADE AD,GENERAL MEDICINE,STRIP,33,132,24,141,,,
KARVOL PLUS CAP,GENERAL MEDICINE,INJECTION,5,2,5,2,,,
KEFLOR 125MG ORAL SUSPENSION 30ML,GENERAL MEDICINE,AMPOULE,27,60,0,87,,,
KEFLOR 187MG SUSP 30ML,GENERAL MEDICINE,PACKET,0,0,0,0,,,
KEFLOR 50MG BOTTLE OF 10ML SUSPENSION,GENERAL MEDICINE,BOX,0,10,0,10,,,
KELOSCAR,GENERAL MEDICINE,STIKING,0,0,0,0,,,
KENACORT 0.1% ORAL PASTE 5GM,GENERAL MEDICINE,DYPER,0,1,0,1,,,
KESOL 20 RASPBERRY FLAVOUR SUGAR FREE BOTTLE,GENERAL MEDICINE,DYPER,0,1,0,1,,,
KESOL 20 SYRUP 200ML,GENERAL MEDICINE,STRIP,6,14,2,18,,,
KETO SOAP 100GM,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
KETOFRESH,GENERAL MEDICINE,BOTTLE,0,1,1,0,,,
KETOPLAST PACKET OF 7 PLASTERS,GENERAL MEDICINE,BOTTLE,0,0,0,0,,,
KETOROL DT 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,GEL,0,2,0,2,,,
KETOS 2% SOAP,GENERAL MEDICINE,INJ,0,100,0,100,,,
KETZ SHAMPOO,GENERAL MEDICINE,INJ,4,20,2,22,,,
KIT KAT,GENERAL MEDICINE,TUBE,0,2,0,2,,,
KITKATH+ IV CANNULA WITH INJECTION PORT 18G,GENERAL SURGERY,INJ,1,9,1,9,,,
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,GENERAL SURGERY,BOTTLE,2,41,1,42,,,
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,GENERAL SURGERY,BOTTLE,0,0,0,0,,,
KITKATH+ IV CANNULA WITH INJECTION PORT 24G,GENERAL SURGERY,WRAP,0,2,0,2,,,
KITKATH+ IV CANNULA WITHOUT INJECTION PORT 18G,GENERAL SURGERY,SHAMPOO,0,24,0,24,,,
KITKATH+ IV CANNULA WITHOUT INJECTION PORT 20G,GENERAL SURGERY,PACKET,0,3,0,3,,,
KLOTIN 500MG INJ,GENERAL MEDICINE,STRIP,0,1,0,1,,,
KNEE,ORTH,WRAP,0,0,0,0,,,
KNEE BRACE 12IN XL,ORTH,BOTTLE,0,10,0,10,,,
KNEE CAP - XL D04,ORTH,INJ,18,210,9,219,,,
KNEE CAP,ORTH,CHOCOLATE,1,60,1,60,,,
KNEE CAP EXTRA LARGE,ORTH,BOX,7,105,3,109,,,
KNEE CAP MEDIUM D04,ORTH,BOX,78,1943,0,2021,,,
KNEE CAP MEDIUM D04 - 1 NUMBERS,ORTH,BOX,48,470,66,452,,,
KNEE CAP MEDIUM FLAMINGO 1,ORTH,BOX,6,40,9,37,,,
KNEE CAP SEGO XL 1'S,ORTH,BOX,0,20,0,20,,,
KNEE CAP SIZE MEDIUM 1,ORTH,BOX,15,20,15,20,,,
KNEE CAP SMALL,ORTH,INJ,0,100,0,100,,,
KNEE CAP,ORTH,INJECTION,3,174,1,176,,,
KNEE IMMOBILISER SMALL D11 D28 19 INCH,ORTH,BRACE,0,2,0,2,,,
KNEE IMMOBILIZER XL D-11,ORTH,PACKET,0,1,0,1,,,
KNEE SUPPORT OLYMPIAN MEDIUM,ORTH,BRACE,0,3,1,2,,,
KOFAREST PD BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,BOX,0,0,0,0,,,
KNEE CAP,ORTH,MEDIUM,4,16,8,12,,,
KNEE CAP EXTRA LARGE,ORTH,BOX,0,0,0,0,,,
KNEE CAP MEDIUM D04,ORTH,BOX,0,0,0,0,,,
KNEE CAP MEDIUM D04 - 1 NUMBERS,ORTH,BOX,2,4,2,4,,,
KNEE CAP MEDIUM FLAMINGO 1,ORTH,PACKET,0,5,0,5,,,
KNEE CAP SEGO XL 1'S,ORTH,PACKET,0,0,0,0,,,
KNEE CAP SIZE MEDIUM 1,ORTH,PACKET,0,0,0,0,,,
KNEE CAP SMALL,ORTH,BOX,,1,3,-2,,,
KNEE CAP,ORTH,XL,7,12,7,12,,,
KNEE IMMOBILISER SMALL D11 D28 19 INCH,ORTH,BOX,0,1,0,1,,,
KNEE IMMOBILIZER XL D-11,ORTH,BOX,0,1,0,1,,,
KNEE SUPPORT OLYMPIAN MEDIUM,ORTH,BOX,2,2,2,2,,,
